Price,Mileage,Make,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
21956.34266,17787,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,no
21646.11692,19562,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
21575.45683,20137,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,no
20952.2178,20158,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,no
21562.04758,23767,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,no,yes
19981.12791,24323,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,no
19425.84862,27839,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,no
19191.98962,29187,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
19641.7419,31324,Buick,Limited Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
25589.98315,2308,Buick,Sedan 4D,Sedan,6,3.8,4,yes,yes,no
25098.62906,10014,Buick,Sedan 4D,Sedan,6,3.8,4,yes,yes,no
23420.70695,18910,Buick,Sedan 4D,Sedan,6,3.8,4,yes,no,yes
22661.04849,20105,Buick,Sedan 4D,Sedan,6,3.8,4,yes,no,no
23493.0823,20453,Buick,Sedan 4D,Sedan,6,3.8,4,yes,yes,no
22435.20282,22287,Buick,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
21878.12,23237,Buick,Sedan 4D,Sedan,6,3.8,4,yes,yes,no
23077.56591,23798,Buick,Sedan 4D,Sedan,6,3.8,4,yes,no,yes
21698.01475,25489,Buick,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
21831.82292,25564,Buick,Sedan 4D,Sedan,6,3.8,4,yes,yes,yes
26831.19404,4695,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,yes,no
26060.33535,9795,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,yes,no
26781.81465,12052,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,yes,no
26302.07428,13050,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,yes,no
26190.27147,17335,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,no,yes
25508.21096,17480,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,yes,no
23348.01695,24027,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,no,yes
23406.68982,25387,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,no,yes
23159.54378,25869,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,no,no
21536.74173,37128,Buick,Special Ed Ultra 4D,Sedan,6,3.8,4,yes,yes,yes
51154.04722,2202,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,yes,yes
49248.15897,6685,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,no,yes
46747.67327,15343,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,yes,yes
44130.61706,21341,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,no,yes
44084.91421,21367,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,yes,yes
43892.46788,23371,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,no,yes
44300.63996,23751,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,no,yes
42677.60112,24052,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,no,yes
43374.05242,25199,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,yes,yes
40619.07227,30082,Cadillac,Sedan 4D,Sedan,8,5.7,4,yes,yes,yes
33417.96501,6598,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
30957.08075,10625,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
31431.13037,11013,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
30781.51563,14937,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
30646.4377,17094,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
30792.14903,17870,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
30392.75016,18449,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
28817.08185,21039,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,no,yes
29275.20871,21056,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
28040.12853,27484,Cadillac,Sedan 4D,Sedan,6,2.8,4,yes,yes,yes
39801.55135,14095,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
40335.73731,14743,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
39307.00916,16041,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
38600.23956,17138,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
38445.89717,18661,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
36077.79612,21966,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
35866.58271,24415,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
35338.65369,25163,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
36154.30355,25339,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
34685.66298,25421,Cadillac,DHS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
42820.32902,5499,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
41378.04809,8125,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
40856.3909,12791,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
41419.03726,14452,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
37510.25357,21593,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
37215.16938,22211,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
36332.89469,25153,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
36245.15823,26250,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
32954.14134,36074,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,no,yes
32537.18675,41829,Cadillac,DTS Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
35715.76856,6447,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
35651.68002,10555,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
35129.34077,11975,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
35165.75937,13449,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
32501.24519,17508,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
33220.02845,18661,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
32509.47829,20910,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
31132.21349,23124,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
31181.71516,26222,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
31059.18103,27544,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
42741.52367,2846,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,no,yes
40966.60741,7476,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,yes,yes
38795.37909,13973,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,yes,yes
38297.46254,16754,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,no,yes
37192.89637,19100,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,no,yes
36210.123,21778,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,no,yes
36633.63382,22042,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,yes,yes
35895.49941,23056,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,yes,yes
34974.37804,25796,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,yes,yes
32038.33956,35326,Cadillac,Sedan 4D,Sedan,6,3.6,4,yes,yes,yes
48310.32954,788,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
48365.9809,2616,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
45061.95194,13829,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
44205.87588,15104,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
42377.95544,18581,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
41671.58314,20575,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
41516.42986,23861,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
41053.48217,25717,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
38208.50102,31303,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,yes,yes
39072.39205,31587,Cadillac,Sedan 4D,Sedan,8,4.6,4,yes,no,yes
70755.46672,583,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
68566.18719,6420,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
69133.73172,7892,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
66374.30704,12021,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
65281.48124,15600,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
63913.11725,18200,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
60567.54909,23193,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
57154.44344,29260,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
55639.08765,31805,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,no,yes
52001.99438,42691,Cadillac,Hardtop Conv 2D,Convertible,8,4.6,2,yes,yes,yes
12146.18803,10011,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,no,yes
12163.82042,12101,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,no,yes
11472.02276,19699,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,no,yes
11017.16871,20100,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,yes,no
11096.85727,20334,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,yes,no,no
10386.04022,22225,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,no,no
11137.04565,22484,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
11045.10884,24568,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,yes,no,yes
10777.05254,27906,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,no,no
9928.188175,29680,Chevrolet,LS Hatchback 4D,Hatchback,4,1.6,4,no,no,yes
12649.11089,3629,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,no,yes,no
12314.59122,4142,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,no,yes,no
11318.00809,11156,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,no,yes,yes
12409.94909,11981,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,yes,yes,yes
11555.2674,13404,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,yes,yes,no
11700.11149,15253,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,yes,no,no
11215.01865,19945,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,no,no,no
10144.95208,23963,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,yes,yes,no
10491.0752,30948,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,no,yes,no
9954.054174,37345,Chevrolet,LS Sedan 4D,Sedan,4,1.6,4,no,yes,yes
11031.12993,20156,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
11343.05401,20186,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,yes,yes,yes
11391.21372,21421,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
11247.86253,21427,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,yes,yes,yes
10921.94537,23119,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
11179.95357,23121,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
11394.8864,25107,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
11070.06064,25476,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
11013.87137,25746,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,yes,yes,yes
11115.01364,30056,Chevrolet,LT Hatchback 4D,Hatchback,4,1.6,4,yes,yes,yes
11918.45607,7278,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,no,no
12408.80615,10213,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,no,yes
11302.90299,14627,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,yes,no
11615.02102,19014,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,yes,yes
10805.13009,21013,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,yes,yes,yes
11169.91839,22380,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,yes,no
10770.10655,25065,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,yes,no
10872.01393,25869,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,no,no
10921.94537,27776,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,yes,no,no
9919.048185,34621,Chevrolet,LT Sedan 4D,Sedan,4,1.6,4,no,yes,no
10813.34352,266,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,yes,no,yes
11167.861,4716,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,yes,yes,no
10897.07651,6699,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
10106.01643,14200,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,yes,no,no
10354.04385,14521,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,no,yes,no
10287.97736,16521,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,yes,yes,yes
9720.97889,20836,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,yes,yes,no
9506.047937,22169,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,no,no,yes
9789.037676,22986,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,no,yes,yes
9220.829677,29992,Chevrolet,SVM Hatchback 4D,Hatchback,4,1.6,4,yes,no,yes
10971.09561,7091,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,yes,no,no
10315.01823,14438,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,no,no,yes
9654.060142,19183,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,no,no,no
9563.789309,19273,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,yes,yes,no
9665.84886,19565,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,no,yes,yes
9482.219404,24842,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,yes,no,no
8638.930895,25216,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,no,no,no
9041.906254,26191,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,no,no,yes
8870.947316,32914,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,yes,yes,no
8768.998585,35299,Chevrolet,SVM Sedan 4D,Sedan,4,1.6,4,no,no,no
13007.98418,7372,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13041.874,13607,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12045.9207,19136,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12469.52758,19712,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
11539.84565,22405,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
11726.00297,23103,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12207.87293,23512,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
11203.14611,27364,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
10788.97036,31436,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
11149.6183,34447,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
14584.44812,1160,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13681.698,10210,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13446.21342,17741,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12327.64161,19347,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12274.95758,19612,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12630.77503,22571,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12425.38917,22771,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12319.69625,24568,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12549.89233,25816,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12234.88805,30297,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
14894.98259,2464,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14198.09246,11322,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14678.10533,11488,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
13167.70232,14630,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13471.00508,18910,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
12573.89994,25048,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
12383.40281,25069,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
13230.91867,25862,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
11080.51638,36855,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,no,yes,yes
11328.95887,39946,Chevrolet,LS Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
15053.93373,4652,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
14397.92808,5189,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,no,yes,yes
14642.32358,6224,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,no,yes,yes
13464.80288,14231,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13678.863,17971,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12507.48527,19715,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13141.04795,19898,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13594.08559,20682,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12733.85792,21386,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12230.09977,28408,Chevrolet,LS Sport Coupe 2D,Coupe,4,2.2,2,no,yes,yes
14222.3054,8427,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14266.91258,8615,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14255.74768,16958,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13762.90145,18040,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14275.12764,18533,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
13688.00011,18766,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
13308.83375,20043,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14145.88099,20512,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
12944.93875,21684,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,no,yes,yes
12846.06159,27560,Chevrolet,LS Sport Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14061.12277,4922,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13072.84163,14311,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
11699.03392,19816,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
12257.16409,21492,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
11574.17381,21525,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
11539.04853,24163,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
12243.06062,25014,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
11671.85813,25727,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
11464.62886,29410,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
10546.78275,38866,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
15553.20871,7695,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
15047.00274,12305,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
13540.04164,17343,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14077.96885,17445,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
12981.95203,20309,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
13436.00015,20530,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
13161.94283,21145,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
14220.01322,23069,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
12379.12647,31199,Chevrolet,Sedan 4D,Sedan,4,2.2,4,yes,yes,yes
11581.90504,36566,Chevrolet,Sedan 4D,Sedan,4,2.2,4,no,yes,yes
14023.93855,13776,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12810.91058,19461,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13135.90503,21796,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
13106.90042,21910,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12845.17425,22382,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12570.13668,22479,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
12897.92954,23200,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
11961.61996,27394,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12706.91135,27521,Chevrolet,Coupe 2D,Coupe,4,2.2,2,yes,yes,yes
12487.05429,28492,Chevrolet,Coupe 2D,Coupe,4,2.2,2,no,yes,yes
15635.79616,1169,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,no,yes,yes
15747.80397,6048,Chevrolet,LS Coupe 2D,Coupe,4,2.2,2,no,yes,yes
